Platform,Year,Genre,Publisher
3DS,2013,Role-Playing,Namco Bandai Games
PC,2009,Racing,Electronic Arts
PC,2003,Strategy,Microsoft Game Studios
DS,2008,Sports,Activision
PS2,2006,Shooter,Eidos Interactive
PS2,2004,Shooter,Namco Bandai Games
XOne,2015,Action,Nordic Games
GBA,2004,Sports,Zoo Digital Publishing
PC,2010,Action,Electronic Arts
GBA,2002,Fighting,Sammy Corporation
PSP,2007,Platform,System 3 Arcade Software
PC,2004,Strategy,Microsoft Game Studios
PSP,2008,Fighting,Capcom
DS,2009,Misc,Rocket Company
Wii,2010,Adventure,Hudson Soft
DS,2008,Adventure,Arc System Works
DS,2008,Simulation,Tecmo Koei
X360,2012,Action,505 Games
3DS,2012,Fighting,Take-Two Interactive
PSP,2006,Puzzle,Xplosiv
GBA,2005,Racing,Zoo Digital Publishing
PSV,2015,Role-Playing,Compile Heart
PS2,2006,Misc,Irem Software Engineering
Wii,2014,Action,Disney Interactive Studios
PS3,2016,Action,Tecmo Koei
DS,2010,Misc,Destineer
PSP,2005,Sports,Konami Digital Entertainment
PS2,2000,Sports,Tecmo Koei
GBA,2003,Platform,THQ
DS,2010,Puzzle,Foreign Media Games
XB,2004,Misc,Microsoft Game Studios
SCD,1994,Role-Playing,Sega
WiiU,2013,Action,Capcom
PC,2008,Action,Warner Bros. Interactive Entertainment
PSV,2015,Role-Playing,Tecmo Koei
PSP,2010,Misc,Asgard
DS,2010,Strategy,Ubisoft
PS2,2007,Sports,Namco Bandai Games
PS,2002,Sports,Namco Bandai Games
PS2,2009,Fighting,Ecole
XOne,2016,Action,Ubisoft
DS,2007,Role-Playing,Success
DS,2005,Action,Konami Digital Entertainment
Wii,2011,Shooter,Atari
PSP,2006,Action,Atari
PS3,2009,Misc,Sony Computer Entertainment
PS,1995,Puzzle,Psygnosis
GBA,2005,Action,D3Publisher
DS,2006,Sports,Electronic Arts
GC,2003,Action,Capcom
GBA,2002,Adventure,BAM! Entertainment
Wii,2011,Adventure,Telltale Games
PSV,2016,Action,Namco Bandai Games
SAT,1995,Adventure,Yumedia
GC,2002,Sports,Activision
DS,2009,Misc,P2 Games
X360,2014,Role-Playing,Deep Silver
PSP,2012,Simulation,Namco Bandai Games
3DS,2015,Action,FuRyu
PS2,2005,Action,Tecmo Koei
DS,2011,Puzzle,Rising Star Games
XB,2005,Sports,Take-Two Interactive
DS,2007,Puzzle,Eidos Interactive
3DS,2013,Role-Playing,Kadokawa Shoten
X360,2008,Action,Eidos Interactive
XB,2003,Strategy,Sega
PC,2010,Sports,Konami Digital Entertainment
DS,2007,Puzzle,Phenomedia
PSV,2014,Fighting,Arc System Works
3DS,2014,Role-Playing,Namco Bandai Games
PSP,2005,Role-Playing,Ignition Entertainment
PSV,2014,Adventure,Namco Bandai Games
PS2,2001,Shooter,3DO
3DS,2014,Role-Playing,Marvelous Entertainment
DS,2005,Puzzle,Atari
Wii,2010,Misc,Majesco Entertainment
Wii,2009,Action,SouthPeak Games
3DS,2016,Action,Namco Bandai Games
PS2,2006,Action,505 Games
PS2,2004,Sports,Ignition Entertainment
DS,2006,Misc,Nintendo
DS,2008,Adventure,Konami Digital Entertainment
DS,2011,Simulation,Ubisoft
PC,2007,Shooter,THQ
GBA,2004,Sports,Atari
XB,2004,Action,Disney Interactive Studios
PSP,2012,Action,5pb
Wii,N/A,Action,Sega
DS,2008,Action,Namco Bandai Games
DS,2008,Strategy,Namco Bandai Games
PS2,2006,Racing,Namco Bandai Games
Wii,2011,Platform,Crave Entertainment
PS3,2016,Misc,Namco Bandai Games
PS,1999,Action,Psygnosis
PS,1996,Fighting,Acclaim Entertainment
PSP,2012,Action,Namco Bandai Games
3DO,1995,Adventure,Konami Digital Entertainment
NES,1989,Puzzle,HAL Laboratory
DS,2010,Misc,Namco Bandai Games
PS3,2015,Adventure,Telltale Games
X360,2010,Shooter,Activision
X360,2008,Action,Tecmo Koei
X360,2007,Shooter,Activision
GBA,2004,Racing,Zoo Digital Publishing
DS,2012,Puzzle,Rising Star Games
PS4,2016,Role-Playing,Square Enix
PS2,2010,Shooter,Sony Computer Entertainment
XB,2005,Simulation,Bethesda Softworks
DS,2007,Sports,Electronic Arts
PS2,2008,Misc,Paon
SAT,1996,Simulation,NEC Interchannel
PSP,2012,Role-Playing,Namco Bandai Games
X360,2009,Action,SouthPeak Games
SNES,1993,Platform,Konami Digital Entertainment
DS,2006,Puzzle,Konami Digital Entertainment
PS,1997,Action,Konami Digital Entertainment
PC,2009,Action,Electronic Arts
DS,2010,Role-Playing,Marvelous Interactive
XB,2002,Adventure,Ubisoft
X360,2011,Action,Tecmo Koei
PSP,2007,Fighting,Grand Prix Games
DS,2005,Shooter,Majesco Entertainment
PS2,2006,Misc,Konami Digital Entertainment
DS,2007,Fighting,Takara Tomy
DS,2008,Role-Playing,Square Enix
PSP,2011,Adventure,D3Publisher
XB,2002,Action,Tecmo Koei
Wii,N/A,Platform,Unknown
PS2,2006,Shooter,Ubisoft
PS2,2006,Shooter,Eidos Interactive
PSP,2005,Role-Playing,Midas Interactive Entertainment
GB,1991,Action,Konami Digital Entertainment
DS,2010,Adventure,Konami Digital Entertainment
PC,2005,Simulation,Electronic Arts
DS,2011,Platform,Rising Star Games
GC,2003,Action,Capcom
DS,2008,Sports,Take-Two Interactive
DS,2008,Sports,Ubisoft
Wii,2009,Sports,DTP Entertainment
WiiU,2014,Action,Activision
PSV,2015,Adventure,Nippon Ichi Software
PS,1998,Fighting,SNK
DS,2009,Puzzle,Destineer
PS3,2008,Action,Ignition Entertainment
3DS,2016,Misc,Nippon Columbia
PC,2001,Action,Electronic Arts
PSP,2009,Sports,Sony Computer Entertainment
DS,2006,Action,SouthPeak Games
XB,2004,Action,Electronic Arts
PC,2014,Action,Square Enix
PS4,2015,Action,Tecmo Koei
DS,2011,Misc,GSP
DS,2008,Simulation,Mercury Games
PS4,2015,Adventure,Aqua Plus
X360,2013,Racing,Deep Silver
SAT,1998,Platform,Sega
PS2,2007,Role-Playing,Nippon Ichi Software
DS,2010,Action,Takara Tomy
PS,1999,Sports,Interplay
GBA,2001,Role-Playing,Konami Digital Entertainment
PS,2000,Action,Infogrames
SNES,1992,Fighting,Konami Digital Entertainment
PS2,2002,Sports,DigiCube
Wii,2008,Misc,Midway Games
PC,2009,Platform,Electronic Arts
PSP,2006,Role-Playing,Atari
GBA,2003,Action,Atari
PSP,2006,Misc,Sega
PS3,2011,Racing,Evolved Games
PS2,2000,Sports,Tecmo Koei
X360,N/A,Simulation,Namco Bandai Games
XB,2005,Action,SCi
PSV,2014,Role-Playing,Square Enix
GC,2006,Action,Ubisoft
PSP,2011,Role-Playing,Konami Digital Entertainment
DS,2009,Fighting,Takara Tomy
DS,2008,Role-Playing,Nippon Ichi Software
PC,2006,Role-Playing,THQ
DS,2007,Misc,Capcom
PSP,2009,Action,Namco Bandai Games
PS2,2007,Fighting,Sony Computer Entertainment
PS2,2004,Action,Sega
PS2,2006,Action,Namco Bandai Games
PS,2001,Shooter,Infogrames
PS,1995,Fighting,Ocean
GC,2005,Sports,Electronic Arts
PS2,2001,Role-Playing,Sony Computer Entertainment
PS4,2015,Sports,Ubisoft
GC,2003,Role-Playing,Activision
GC,2002,Sports,Acclaim Entertainment
PS4,2015,Action,Tecmo Koei
PC,1999,Action,Electronic Arts
GC,2005,Action,Capcom
X360,2006,Strategy,Electronic Arts
DS,2007,Role-Playing,Tecmo Koei
DS,2007,Role-Playing,Rising Star Games
PSV,2012,Sports,Konami Digital Entertainment
PS3,2015,Action,Tecmo Koei
DS,2006,Shooter,Atari
DS,2005,Sports,Electronic Arts
Wii,2009,Strategy,Namco Bandai Games
PS,1997,Adventure,Sony Computer Entertainment
PS2,2005,Misc,Mastiff
PSP,2012,Action,Idea Factory
GC,2002,Racing,Activision
PSV,2013,Adventure,Sony Computer Entertainment
PS2,2007,Misc,D3Publisher
PS2,2004,Racing,Codemasters
3DS,2012,Role-Playing,Level 5
XB,2002,Platform,Midway Games
XB,N/A,Shooter,Unknown
PC,2006,Role-Playing,JoWood Productions
PS3,2014,Role-Playing,Aksys Games
GBA,2005,Misc,Zoo Digital Publishing
DS,2009,Simulation,Avanquest
PSV,2012,Adventure,Kadokawa Shoten
DS,2010,Adventure,O-Games
PSP,2013,Action,Namco Bandai Games
Wii,2010,Sports,Avanquest
PS2,2010,Action,Warner Bros. Interactive Entertainment
Wii,2009,Puzzle,SouthPeak Games
SNES,1995,Platform,Epoch
SAT,1994,Adventure,Sunsoft
PC,2010,Racing,Codemasters
PSP,2011,Adventure,Kadokawa Shoten
PS,1996,Racing,Mindscape
PC,2012,Adventure,DTP Entertainment
PC,2011,Simulation,Excalibur Publishing
PS2,2000,Adventure,Tecmo Koei
DS,2009,Simulation,Deep Silver
DS,2009,Sports,505 Games
GC,2005,Simulation,Nintendo
PS2,2000,Strategy,Midas Interactive Entertainment
DS,2007,Misc,Namco Bandai Games
GBA,2002,Racing,THQ
PS2,2002,Sports,Konami Digital Entertainment
DS,2009,Sports,Konami Digital Entertainment
PS2,2008,Adventure,Enterbrain
PS,2000,Adventure,Ubisoft
XB,2006,Sports,Electronic Arts
PS,1998,Racing,Takara
PSP,2006,Puzzle,Atari
GBA,2002,Action,Vivendi Games
PS4,2015,Sports,Nordic Games
3DS,2011,Strategy,Namco Bandai Games
GBA,2004,Puzzle,Majesco Entertainment
3DS,2011,Role-Playing,Acquire
DS,2009,Strategy,Black Bean Games
NG,1996,Fighting,SNK
PS2,2005,Misc,Warner Bros. Interactive Entertainment
DS,2008,Simulation,Creative Core
PS2,2007,Sports,Atari
Wii,2009,Action,D3Publisher
SAT,1995,Shooter,Atlus
DS,2009,Simulation,Ubisoft
PSP,2010,Simulation,D3Publisher
GC,2004,Shooter,Ubisoft
PS,1997,Shooter,Sony Computer Entertainment
DS,2008,Platform,Brash Entertainment
PS3,2015,Sports,Activision
PS,1995,Fighting,Acclaim Entertainment
PS4,2015,Sports,Bigben Interactive
GBA,2004,Sports,Activision
PS4,2015,Role-Playing,Nippon Ichi Software
SAT,1997,Platform,Capcom
PS2,2002,Racing,Atari
PS4,2014,Strategy,Tecmo Koei
XB,2003,Racing,Eidos Interactive
DS,N/A,Racing,Codemasters
3DS,2011,Sports,Namco Bandai Games
PS,1996,Racing,JVC
Wii,2008,Sports,Atari
Wii,2010,Sports,SouthPeak Games
GC,2004,Strategy,Sega
XB,2002,Shooter,TDK Mediactive
DC,2000,Sports,Konami Digital Entertainment
PS2,2004,Action,BAM! Entertainment
PSP,2010,Role-Playing,Atlus
PSP,2006,Misc,Activision
PSP,2006,Platform,Konami Digital Entertainment
X360,2008,Misc,Gamecock
PS2,2005,Racing,Sony Computer Entertainment
WiiU,2015,Action,Nordic Games
PSP,2013,Adventure,Kadokawa Shoten
PC,2009,Puzzle,Mastertronic
SAT,1998,Strategy,Sega
DS,N/A,Action,Sega
PC,2011,Simulation,Kalypso Media
GBA,2002,Strategy,Ubisoft
GBA,2002,Role-Playing,Natsume
PC,2007,Shooter,Electronic Arts
X360,2015,Action,Electronic Arts
PS2,2006,Action,Capcom
XB,2003,Racing,Acclaim Entertainment
DS,2008,Misc,JoWood Productions
GBA,2005,Strategy,Atari
PS4,2016,Action,Namco Bandai Games
PC,2011,Simulation,Ubisoft
XB,2003,Action,Acclaim Entertainment
DS,2008,Adventure,Empire Interactive
DS,2010,Misc,Namco Bandai Games
PSP,2007,Sports,Sega
PS2,2002,Puzzle,Capcom
DS,2006,Action,Konami Digital Entertainment
PS,1997,Sports,Virgin Interactive
PS,1996,Sports,U.S. Gold
DS,2009,Misc,Tivola
PSP,2008,Action,Spike
DS,2008,Sports,505 Games
Wii,2009,Puzzle,Mindscape
GC,2003,Role-Playing,Sega
PSV,2015,Action,Tecmo Koei
PS3,2013,Action,Capcom
DS,2008,Strategy,Square Enix
PSV,2015,Misc,Sega
PS2,2002,Role-Playing,Sony Computer Entertainment
DS,2011,Puzzle,Avanquest
GC,2001,Sports,Acclaim Entertainment
PSV,2015,Misc,Kaga Create
DS,2008,Action,SouthPeak Games
PSV,2015,Action,Aksys Games
PC,2009,Adventure,Focus Home Interactive
DS,2010,Simulation,PQube
GBA,2003,Simulation,"Destination Software; Inc"
PS2,2006,Action,Atari
DS,2010,Misc,DreamCatcher Interactive
XB,2002,Sports,Sega
PS2,2010,Adventure,Idea Factory
Wii,2009,Strategy,Playlogic Game Factory
GC,2002,Action,Eidos Interactive
X360,2016,Sports,Take-Two Interactive
PSP,2010,Action,Tecmo Koei
PC,2010,Shooter,Square Enix
XB,2004,Racing,Global Star
XB,2003,Shooter,Zoo Digital Publishing
PSP,2011,Strategy,Namco Bandai Games
PSP,2011,Action,Spike
PS2,2001,Sports,Konami Digital Entertainment
PS,1998,Sports,Konami Digital Entertainment
XB,2005,Action,Tecmo Koei
Wii,N/A,Misc,Unknown
GBA,2004,Puzzle,Namco Bandai Games
GBA,2002,Sports,Electronic Arts
PS2,2004,Simulation,Tecmo Koei
WiiU,2015,Action,Little Orbit
Wii,2008,Strategy,Zushi Games
PS2,2006,Fighting,Sony Computer Entertainment
PS2,2001,Shooter,Sony Computer Entertainment
3DS,2015,Adventure,WayForward Technologies
XB,2006,Sports,Midway Games
DS,2009,Misc,Arc System Works
DS,2008,Adventure,Ubisoft
PSV,2015,Action,Tecmo Koei
DS,2006,Misc,Sega
XB,2004,Sports,Electronic Arts
GBA,2002,Role-Playing,Taito
Wii,2009,Misc,Majesco Entertainment
GC,2003,Platform,Namco Bandai Games
PS,2002,Fighting,Namco Bandai Games
DS,2010,Adventure,Unknown
PC,2016,Role-Playing,Namco Bandai Games
GC,2003,Role-Playing,Ubisoft
PC,2010,Action,Ubisoft
XB,2002,Platform,Infogrames
SNES,1995,Adventure,Pack-In-Video
X360,2011,Fighting,PQube
PS2,2002,Puzzle,Midas Interactive Entertainment
PS2,2003,Platform,LSP Games
Wii,2009,Puzzle,Sega
DS,2010,Simulation,Activision
DS,2010,Simulation,Ubisoft
X360,2015,Sports,Bigben Interactive
XB,2003,Sports,Midway Games
PSP,2011,Sports,Take-Two Interactive
PSV,2016,Action,Broccoli
Wii,2013,Misc,Namco Bandai Games
PS2,N/A,Sports,Unknown
3DS,2015,Action,FuRyu
3DS,2013,Action,Namco Bandai Games
PSV,2014,Strategy,Tecmo Koei
PS,1995,Racing,Electronic Arts
PC,2009,Role-Playing,DTP Entertainment
DS,2009,Role-Playing,Graffiti
X360,N/A,Racing,Focus Home Interactive
XB,2003,Sports,Activision
DS,2010,Racing,Ubisoft
PS4,2016,Action,Ubisoft
Wii,2007,Action,Nordcurrent
SNES,1993,Role-Playing,Epoch
PS2,2006,Action,Namco Bandai Games
GBA,N/A,Platform,Unknown
PS3,2016,Action,Activision
DS,2007,Action,Takara Tomy
PSV,2016,Misc,Aqua Plus
PSV,2015,Adventure,5pb
PS,1999,Fighting,SNK Playmore
DS,2010,Action,Hudson Soft
DS,2009,Role-Playing,ASCII Media Works
PS,1997,Platform,Gremlin Interactive Ltd
PC,2016,Sports,Electronic Arts
3DS,2012,Action,Namco Bandai Games
PS3,2014,Racing,Tecmo Koei
XB,2004,Action,Konami Digital Entertainment
X360,2010,Shooter,Rising Star Games
PS,1999,Sports,Namco Bandai Games
X360,2007,Sports,Electronic Arts
GEN,1993,Platform,Sega
PC,2011,Action,Bethesda Softworks
PS3,2012,Shooter,Namco Bandai Games
PS4,2015,Role-Playing,Nordic Games
PSP,2012,Role-Playing,Atlus
XB,2002,Platform,Ubisoft
PS2,2006,Role-Playing,Rising Star Games
PC,2013,Shooter,Take-Two Interactive
XB,2005,Adventure,Ubisoft
3DS,2016,Strategy,Nintendo
Wii,2010,Simulation,Asylum Entertainment
SNES,1993,Misc,Coconuts Japan
Wii,2007,Puzzle,Popcorn Arcade
XOne,2015,Action,Ubisoft
PS2,2004,Role-Playing,Arika
PSV,2015,Role-Playing,D3Publisher
PSP,2009,Simulation,Graffiti
PC,2011,Simulation,Paradox Interactive
DS,2009,Action,Playlogic Game Factory
GC,2002,Sports,Sega
DS,2009,Fighting,D3Publisher
DS,2007,Action,Game Factory
PSP,2007,Action,Destineer
PSP,2009,Fighting,Capcom
PSP,2007,Shooter,Ignition Entertainment
DS,2006,Action,From Software
SCD,1994,Misc,Sega
GC,2002,Platform,Ubisoft
DS,2008,Puzzle,JoWood Productions
PS2,2006,Action,Namco Bandai Games
X360,2011,Simulation,Namco Bandai Games
PSP,2006,Puzzle,D3Publisher
Wii,2009,Adventure,Blast! Entertainment Ltd
PS2,2004,Racing,Evolved Games
DS,2008,Simulation,DreamCatcher Interactive
PS2,2008,Sports,Konami Digital Entertainment
DS,2007,Action,Nobilis
PSP,2009,Action,Tecmo Koei
DS,2008,Simulation,Eidos Interactive
XB,2003,Action,Sega
PS2,2005,Action,JoWood Productions
GC,2003,Platform,Gotham Games
PS4,2016,Sports,Tecmo Koei
DS,2010,Puzzle,Rising Star Games
XB,2004,Role-Playing,Avalon Interactive
DS,2006,Action,Game Factory
PSP,2012,Adventure,Kadokawa Shoten
XB,2003,Racing,Codemasters
Wii,2009,Action,Oxygen Interactive
DS,2008,Role-Playing,Sting
XB,2004,Puzzle,505 Games
XB,2002,Racing,Activision
GBA,2003,Platform,THQ
X360,2010,Fighting,Konami Digital Entertainment
DS,2007,Simulation,Eidos Interactive
PS3,2014,Role-Playing,Nippon Ichi Software
GC,2005,Misc,Crave Entertainment
PS2,2002,Racing,Sony Computer Entertainment
X360,2010,Shooter,505 Games
PSV,2015,Role-Playing,Nippon Ichi Software
DS,2007,Simulation,Ertain
DS,2006,Puzzle,"Destination Software; Inc"
DS,2007,Puzzle,Eidos Interactive
PS,1998,Action,Swing! Entertainment
DS,2010,Fighting,Hudson Soft
PS2,2002,Adventure,3DO
DS,2010,Role-Playing,Enterbrain
PS4,2015,Sports,Bigben Interactive
PS4,2015,Shooter,Xseed Games
DS,2009,Sports,Take-Two Interactive
DS,2008,Role-Playing,Sega
PSP,2010,Fighting,SouthPeak Games
PSV,2015,Platform,Activision
SNES,1991,Role-Playing,Kemco
DS,2008,Shooter,Codemasters
PSV,2016,Role-Playing,Square Enix
PC,2007,Simulation,Microsoft Game Studios
PSP,2010,Adventure,Sony Computer Entertainment
PC,2015,Fighting,Warner Bros. Interactive Entertainment
DS,2006,Puzzle,Nintendo
PSV,2015,Action,Marvel Entertainment
GBA,2003,Sports,Ignition Entertainment
GBA,2005,Role-Playing,Atari
PSP,2010,Sports,Tecmo Koei
PS4,2016,Racing,505 Games
PS,2001,Racing,Ubisoft
PS2,2008,Fighting,Capcom
PC,2009,Strategy,PopCap Games
DS,2006,Sports,Take-Two Interactive
DS,2006,Role-Playing,Sega
DS,2007,Action,Atlus
PS3,2010,Adventure,Idea Factory
DS,2007,Adventure,SNK Playmore
PC,2005,Shooter,LucasArts
PSP,2010,Misc,Asgard
GBA,2003,Sports,Electronic Arts
PSP,2004,Simulation,505 Games
PS2,2002,Racing,Avalon Interactive
PC,2008,Puzzle,PopCap Games
PC,2016,Fighting,Capcom
PS2,2009,Adventure,Prototype
X360,2014,Shooter,Namco Bandai Games
Wii,2009,Misc,Zoo Games
GC,2002,Misc,Electronic Arts
DS,2004,Sports,Konami Digital Entertainment
PC,2014,Adventure,Focus Home Interactive
Wii,2007,Misc,Atari
DS,2009,Role-Playing,Namco Bandai Games
DS,2008,Adventure,Deep Silver
PS,2001,Adventure,Pioneer LDC
PS3,N/A,Misc,TopWare Interactive
XB,2002,Simulation,Phantagram
PC,2011,Strategy,1C Company
DS,2011,Puzzle,Atari
PS2,2001,Sports,Tecmo Koei
PS,1999,Action,Infogrames
DS,2009,Misc,Ubisoft
DS,2010,Simulation,Destineer
DS,2005,Adventure,Activision
PS3,2011,Misc,Namco Bandai Games
PS,2000,Racing,The Learning Company
PS,1998,Shooter,TechnoSoft
DC,2000,Shooter,Sega
DS,2009,Adventure,Namco Bandai Games
DS,2011,Misc,Unknown
PS4,2014,Role-Playing,Ubisoft
PSP,2006,Platform,Activision
Wii,2009,Racing,Nordic Games
PSP,2012,Action,Namco Bandai Games
Wii,2010,Adventure,Atari
PSV,2015,Adventure,Aqua Plus
DS,2006,Misc,Nintendo
GC,2003,Misc,TDK Mediactive
GC,2003,Racing,Ubisoft
PS,1998,Racing,Jaleco
PSV,2016,Role-Playing,FuRyu
PSV,2015,Adventure,PQube
DS,2007,Action,Namco Bandai Games
N64,1999,Sports,Konami Digital Entertainment
X360,2009,Misc,Microsoft Game Studios
DS,2009,Simulation,RTL
DS,2009,Role-Playing,Focus Home Interactive
GC,2004,Adventure,Codemasters
PS,1995,Shooter,Sony Computer Entertainment
SAT,1995,Misc,Sega
GBA,2001,Puzzle,Sega
PSP,2010,Adventure,ASCII Media Works
PSV,2014,Role-Playing,Namco Bandai Games
PS2,2006,Action,Acquire
GC,2002,Fighting,Konami Digital Entertainment
PS4,2016,Role-Playing,Focus Home Interactive
PSV,2012,Racing,D3Publisher
PS2,2006,Fighting,Konami Digital Entertainment
Wii,2009,Simulation,505 Games
DS,2008,Racing,Valcon Games
PC,2016,Platform,Electronic Arts
GBA,2003,Action,TDK Mediactive
PS2,2005,Shooter,Electronic Arts
PC,2014,Action,Warner Bros. Interactive Entertainment
XB,2004,Action,Acclaim Entertainment
Wii,2009,Strategy,Namco Bandai Games
WiiU,2013,Platform,Namco Bandai Games
GC,2002,Sports,Konami Digital Entertainment
PS3,2011,Sports,DTP Entertainment
PS2,2006,Racing,Sega
N64,2000,Platform,Virgin Interactive
DS,2011,Role-Playing,Unknown
N64,1999,Sports,Ubisoft
N64,2000,Role-Playing,Titus
N64,1997,Fighting,Hudson Soft
N64,1999,Fighting,Imagineer
N64,1998,Platform,Infogrames
DS,2007,Misc,Spike
PS2,2007,Misc,Irem Software Engineering
PS3,2009,Sports,Tecmo Koei
XB,2003,Role-Playing,Mindscape
SNES,1995,Sports,Namco Bandai Games
Wii,2009,Sports,Big Ben Interactive
PS4,2015,Adventure,PQube
XOne,2015,Action,Little Orbit
PS,1999,Action,ASC Games
PS3,2013,Sports,Tecmo Koei
PC,2009,Racing,Codemasters
DS,2012,Action,Namco Bandai Games
GBA,2003,Action,NewKidCo
Wii,2007,Adventure,Zushi Games
PSV,2013,Role-Playing,Nippon Ichi Software
DS,2006,Fighting,Majesco Entertainment
GC,2002,Sports,THQ
PC,2010,Shooter,Mastertronic
DS,2010,Adventure,Namco Bandai Games
DS,2008,Platform,Ignition Entertainment
GBA,2002,Puzzle,Majesco Entertainment
PS4,2015,Action,Capcom
PC,2004,Strategy,THQ
PSP,2006,Adventure,Namco Bandai Games
SNES,1994,Misc,Vap
PSP,2010,Adventure,5pb
DS,2011,Puzzle,Unknown
PS,1996,Adventure,Psygnosis
PS3,2008,Misc,Gamecock
GBA,2003,Puzzle,Activision
SNES,1993,Sports,Misawa
X360,2014,Action,Tecmo Koei
PS2,2004,Adventure,Tecmo Koei
GC,2005,Platform,Global Star
PC,2006,Racing,Electronic Arts
PSP,2006,Sports,Natsume
DS,2008,Platform,Ubisoft
Wii,2009,Sports,SouthPeak Games
3DS,2012,Action,Level 5
PS3,N/A,Strategy,Slitherine Software
X360,2012,Sports,Microsoft Game Studios
PSP,2010,Adventure,ASCII Media Works
GBA,2005,Action,Zoo Digital Publishing
DS,2006,Action,Game Factory
PS2,2006,Adventure,Konami Digital Entertainment
PSP,2010,Role-Playing,Spike
Wii,2011,Misc,Namco Bandai Games
PS2,2007,Fighting,Sega
DS,2006,Misc,Konami Digital Entertainment
PS2,2001,Platform,Midas Interactive Entertainment
PC,2001,Strategy,Vivendi Games
3DS,2013,Role-Playing,Square Enix
SAT,1995,Puzzle,Sega
PS4,2016,Sports,Focus Home Interactive
PS,1996,Shooter,Namco Bandai Games
GC,2003,Action,Kemco
DS,2008,Misc,UFO Interactive
XOne,2016,Racing,Milestone S.r.l.
X360,2007,Sports,Sega
PS2,2000,Simulation,Konami Digital Entertainment
DS,2007,Strategy,Konami Digital Entertainment
PS2,2006,Racing,Global Star
PC,2003,Simulation,Microsoft Game Studios
PS2,2001,Platform,DreamCatcher Interactive
PC,2009,Shooter,Codemasters
PS2,2007,Adventure,505 Games
Wii,2007,Misc,Taito
DS,2008,Misc,Tivola
XB,2003,Shooter,THQ
PS2,2001,Simulation,Konami Digital Entertainment
DS,2008,Misc,Benesse
3DS,2012,Action,Genki
PC,2009,Action,Activision
Wii,2012,Misc,Nintendo
PSP,2006,Racing,Activision
GBA,2004,Action,Hip Interactive
DS,2008,Misc,Konami Digital Entertainment
Wii,2006,Action,Midway Games
PSP,2011,Role-Playing,Nippon Ichi Software
GC,2002,Sports,Vivendi Games
PC,2010,Misc,Warner Bros. Interactive Entertainment
GBA,2002,Misc,Ignition Entertainment
PS2,2011,Sports,Take-Two Interactive
GBA,2004,Misc,Majesco Entertainment
PS,2000,Sports,Infogrames
PS3,2010,Adventure,Aqua Plus
DS,2008,Adventure,Tecmo Koei
PS,1998,Misc,Gainax Network Systems
Wii,2006,Strategy,Namco Bandai Games
DS,2008,Simulation,Destineer
GBA,2001,Puzzle,Ubisoft
DS,2010,Fighting,SouthPeak Games
PS3,2013,Action,D3Publisher
GBA,2002,Puzzle,Acclaim Entertainment
PS2,2001,Racing,Titus
Wii,2011,Shooter,PQube
DC,1999,Sports,Sega
DS,2007,Adventure,Konami Digital Entertainment
XOne,2015,Action,Tecmo Koei
SAT,1996,Shooter,Atlus
GC,2005,Misc,Activision Value
